region,city,category,total_deals,average,Date
Eastern Province,Al Ahsa,Studio - Residential,119,13884.95146,2019-01-01
Eastern Province,Al Jubail,Studio - Residential,48,11644.44444,2019-01-01
Eastern Province,Al Khobar,Studio - Residential,328,13024.09722,2019-01-01
Eastern Province,Al Khafji,Studio - Residential,3,10066.66667,2019-01-01
Eastern Province,Dammam,Studio - Residential,543,11609.30876,2019-01-01
Eastern Province,Al Oyoun,Studio - Residential,1,7000.0,2019-01-01
Eastern Province,Al Qatif,Studio - Residential,5,8820.0,2019-01-01
Eastern Province,Al Nairyah,Studio - Residential,2,23400.0,2019-01-01
Eastern Province,Hafar Al Batin,Studio - Residential,7,13920.0,2019-01-01
Eastern Province,Ras Tanura,Studio - Residential,15,9857.142857,2019-01-01
Eastern Province,Al Ahsa,Duplex - Residential,24,21576.69565,2019-01-01
Eastern Province,Al Jubail,Duplex - Residential,10,30300.0,2019-01-01
Eastern Province,Al Khobar,Duplex - Residential,52,46759.96,2019-01-01
Eastern Province,Al Khafji,Duplex - Residential,1,23500.0,2019-01-01
Eastern Province,Dammam,Duplex - Residential,86,41116.47059,2019-01-01
Eastern Province,Al Qatif,Duplex - Residential,21,26500.9,2019-01-01
Eastern Province,Ras Tanura,Duplex - Residential,2,14000.0,2019-01-01
Eastern Province,Al Ahsa,Floor - Residential,92,14500.86585,2019-01-01
Eastern Province,Al Jubail,Floor - Residential,4,36750.0,2019-01-01
Eastern Province,Al Khobar,Floor - Residential,51,29025.64103,2019-01-01
Eastern Province,Al Khafji,Floor - Residential,2,25000.0,2019-01-01
Eastern Province,Dammam,Floor - Residential,135,34087.1626,2019-01-01
Eastern Province,Al Oyoun,Floor - Residential,10,13019.77778,2019-01-01
Eastern Province,Al Qatif,Floor - Residential,14,22058.42857,2019-01-01
Eastern Province,Al Qaisumah,Floor - Residential,1,8400.0,2019-01-01
Eastern Province,Al Nairyah,Floor - Residential,6,17500.0,2019-01-01
Eastern Province,Buqayq,Floor - Residential,1,27000.0,2019-01-01
Eastern Province,Hafar Al Batin,Floor - Residential,14,13576.15385,2019-01-01
Eastern Province,Ras Tanura,Floor - Residential,8,29389.57143,2019-01-01
Eastern Province,Al Ahsa,Apartment - Residential,2222,13055.69442,2019-01-01
Eastern Province,Al Jubail,Apartment - Residential,1855,19384.93064,2019-01-01
Eastern Province,Al Khobar,Apartment - Residential,3275,19945.38665,2019-01-01
Eastern Province,Al Khafji,Apartment - Residential,80,14358.37288,2019-01-01
Eastern Province,Dammam,Apartment - Residential,5987,18169.8938,2019-01-01
Eastern Province,Al Dhibiyah,Apartment - Residential,2,18000.0,2019-01-01
Eastern Province,Al Oyoun,Apartment - Residential,47,14969.82927,2019-01-01
Eastern Province,Al Qatif,Apartment - Residential,469,17422.9,2019-01-01
Eastern Province,Al Qaisumah,Apartment - Residential,22,15594.21053,2019-01-01
Eastern Province,Al Nairyah,Apartment - Residential,42,13590.52632,2019-01-01
Eastern Province,Buqayq,Apartment - Residential,10,16054.5,2019-01-01
Eastern Province,Hafar Al Batin,Apartment - Residential,146,12400.65546,2019-01-01
Eastern Province,Ras Tanura,Apartment - Residential,260,16616.47706,2019-01-01
Eastern Province,Al Ahsa,Villa - Residential,10,24100.0,2019-01-01
Eastern Province,Al Khobar,Villa - Residential,43,62000.11905,2019-01-01
Eastern Province,Dammam,Villa - Residential,87,49385.3,2019-01-01
Eastern Province,Al Qatif,Villa - Residential,2,24681.5,2019-01-01
Eastern Province,Al Qaisumah,Villa - Residential,1,14400.0,2019-01-01
Eastern Province,Buqayq,Villa - Residential,1,32000.0,2019-01-01
Eastern Province,Al Ahsa,Studio - Residential,109,11520.89109,2019-04-01
Eastern Province,Al Jubail,Studio - Residential,45,11831.11111,2019-04-01
Eastern Province,Al Khobar,Studio - Residential,278,13824.81308,2019-04-01
Eastern Province,Al Khafji,Studio - Residential,10,11466.66667,2019-04-01
Eastern Province,Dammam,Studio - Residential,511,11612.21991,2019-04-01
Eastern Province,Al Qatif,Studio - Residential,6,13240.0,2019-04-01
Eastern Province,Al Nairyah,Studio - Residential,5,13680.0,2019-04-01
Eastern Province,Hafar Al Batin,Studio - Residential,29,14896.0,2019-04-01
Eastern Province,Ras Tanura,Studio - Residential,14,9415.384615,2019-04-01
Eastern Province,Al Ahsa,Duplex - Residential,14,21392.30769,2019-04-01
Eastern Province,Al Jubail,Duplex - Residential,8,34000.0,2019-04-01
Eastern Province,Al Khobar,Duplex - Residential,134,58640.51938,2019-04-01
Eastern Province,Dammam,Duplex - Residential,110,35775.44762,2019-04-01
Eastern Province,Al Qatif,Duplex - Residential,11,28111.11111,2019-04-01
Eastern Province,Hafar Al Batin,Duplex - Residential,1,20000.0,2019-04-01
Eastern Province,Ras Tanura,Duplex - Residential,3,28833.33333,2019-04-01
Eastern Province,Al Ahsa,Floor - Residential,77,19895.78082,2019-04-01
Eastern Province,Al Jubail,Floor - Residential,3,55166.66667,2019-04-01
Eastern Province,Al Khobar,Floor - Residential,70,32874.5082,2019-04-01
Eastern Province,Al Khafji,Floor - Residential,3,20266.66667,2019-04-01
Eastern Province,Dammam,Floor - Residential,175,28183.42763,2019-04-01
Eastern Province,Al Oyoun,Floor - Residential,9,14314.28571,2019-04-01
Eastern Province,Al Qatif,Floor - Residential,8,19427.25,2019-04-01
Eastern Province,Al Qaisumah,Floor - Residential,4,13500.0,2019-04-01
Eastern Province,Al Nairyah,Floor - Residential,9,14870.0,2019-04-01
Eastern Province,Buqayq,Floor - Residential,4,24250.0,2019-04-01
Eastern Province,Hafar Al Batin,Floor - Residential,24,12944.91304,2019-04-01
Eastern Province,Ras Tanura,Floor - Residential,9,21613.5,2019-04-01
Eastern Province,Al Ahsa,Apartment - Residential,1926,13437.54174,2019-04-01
Eastern Province,Al Jubail,Apartment - Residential,1069,20103.08571,2019-04-01
Eastern Province,Al Khobar,Apartment - Residential,3390,20298.38882,2019-04-01
Eastern Province,Al Khafji,Apartment - Residential,88,14129.73418,2019-04-01
Eastern Province,Dammam,Apartment - Residential,6394,18005.67603,2019-04-01
Eastern Province,Al Dhibiyah,Apartment - Residential,4,16000.0,2019-04-01
Eastern Province,Al Oyoun,Apartment - Residential,30,17353.76923,2019-04-01
Eastern Province,Al Qatif,Apartment - Residential,434,17830.98744,2019-04-01
Eastern Province,Al Qaisumah,Apartment - Residential,8,11550.0,2019-04-01
Eastern Province,Al Nairyah,Apartment - Residential,59,13156.77083,2019-04-01
Eastern Province,Buqayq,Apartment - Residential,13,26198.1,2019-04-01
Eastern Province,Hafar Al Batin,Apartment - Residential,136,11563.15,2019-04-01
Eastern Province,Ras Tanura,Apartment - Residential,280,16650.56225,2019-04-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,1,12000.0,2019-04-01
Eastern Province,Al Ahsa,Villa - Residential,9,26383.77778,2019-04-01
Eastern Province,Al Khobar,Villa - Residential,64,62556.01667,2019-04-01
Eastern Province,Dammam,Villa - Residential,96,46597.375,2019-04-01
Eastern Province,Al Qatif,Villa - Residential,7,30300.0,2019-04-01
Eastern Province,Al Nairyah,Villa - Residential,1,10000.0,2019-04-01
Eastern Province,Buqayq,Villa - Residential,1,90000.0,2019-04-01
Eastern Province,Al Ahsa,Studio - Residential,166,11965.43624,2019-07-01
Eastern Province,Al Jubail,Studio - Residential,47,12674.46809,2019-07-01
Eastern Province,Al Khobar,Studio - Residential,313,13324.96454,2019-07-01
Eastern Province,Al Khafji,Studio - Residential,37,11055.88235,2019-07-01
Eastern Province,Dammam,Studio - Residential,647,12303.8167,2019-07-01
Eastern Province,Al Oyoun,Studio - Residential,4,27432.0,2019-07-01
Eastern Province,Al Qatif,Studio - Residential,9,9488.888888,2019-07-01
Eastern Province,Al Nairyah,Studio - Residential,19,19389.47368,2019-07-01
Eastern Province,Hafar Al Batin,Studio - Residential,54,13430.76923,2019-07-01
Eastern Province,Ras Tanura,Studio - Residential,11,10200.0,2019-07-01
Eastern Province,Al Ahsa,Duplex - Residential,18,23961.22222,2019-07-01
Eastern Province,Al Jubail,Duplex - Residential,11,31265.88889,2019-07-01
Eastern Province,Al Khobar,Duplex - Residential,67,50545.63077,2019-07-01
Eastern Province,Al Khafji,Duplex - Residential,2,37500.0,2019-07-01
Eastern Province,Dammam,Duplex - Residential,150,40112.35211,2019-07-01
Eastern Province,Al Qatif,Duplex - Residential,9,23458.25,2019-07-01
Eastern Province,Buqayq,Duplex - Residential,1,25000.0,2019-07-01
Eastern Province,Hafar Al Batin,Duplex - Residential,2,20000.0,2019-07-01
Eastern Province,Ras Tanura,Duplex - Residential,5,20900.0,2019-07-01
Eastern Province,Al Ahsa,Floor - Residential,96,20495.97647,2019-07-01
Eastern Province,Al Jubail,Floor - Residential,4,17250.0,2019-07-01
Eastern Province,Al Khobar,Floor - Residential,86,30897.58904,2019-07-01
Eastern Province,Al Khafji,Floor - Residential,14,17775.84615,2019-07-01
Eastern Province,Dammam,Floor - Residential,167,28632.83108,2019-07-01
Eastern Province,Al Sadowi,Floor - Residential,1,6000.0,2019-07-01
Eastern Province,Al Oyoun,Floor - Residential,5,20927.2,2019-07-01
Eastern Province,Al Qatif,Floor - Residential,15,23844.4,2019-07-01
Eastern Province,Al Qaisumah,Floor - Residential,8,14400.0,2019-07-01
Eastern Province,Al Nairyah,Floor - Residential,4,26666.66667,2019-07-01
Eastern Province,Buqayq,Floor - Residential,6,72500.0,2019-07-01
Eastern Province,Hafar Al Batin,Floor - Residential,31,17237.17241,2019-07-01
Eastern Province,Ras Tanura,Floor - Residential,5,24200.0,2019-07-01
Eastern Province,Al Ahsa,Apartment - Residential,2518,13094.81826,2019-07-01
Eastern Province,Al Jubail,Apartment - Residential,1054,19932.19531,2019-07-01
Eastern Province,Al Khobar,Apartment - Residential,4170,19917.96974,2019-07-01
Eastern Province,Al Khafji,Apartment - Residential,184,14048.29299,2019-07-01
Eastern Province,Dammam,Apartment - Residential,8036,17807.81525,2019-07-01
Eastern Province,Al Dhibiyah,Apartment - Residential,18,22720.0,2019-07-01
Eastern Province,Al Oyoun,Apartment - Residential,46,14174.90909,2019-07-01
Eastern Province,Al Qatif,Apartment - Residential,511,17011.0859,2019-07-01
Eastern Province,Al Qaisumah,Apartment - Residential,18,12129.93333,2019-07-01
Eastern Province,Al Nairyah,Apartment - Residential,94,12819.40278,2019-07-01
Eastern Province,Buqayq,Apartment - Residential,20,17669.78947,2019-07-01
Eastern Province,Hafar Al Batin,Apartment - Residential,351,12207.70764,2019-07-01
Eastern Province,Ras Tanura,Apartment - Residential,287,15426.88312,2019-07-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,1,12000.0,2019-07-01
Eastern Province,Al Ahsa,Villa - Residential,18,20537.0,2019-07-01
Eastern Province,Al Jubail,Villa - Residential,5,77600.0,2019-07-01
Eastern Province,Al Khobar,Villa - Residential,76,90100.32857,2019-07-01
Eastern Province,Al Khafji,Villa - Residential,6,35833.33333,2019-07-01
Eastern Province,Dammam,Villa - Residential,116,52453.38532,2019-07-01
Eastern Province,Al Oyoun,Villa - Residential,2,27500.0,2019-07-01
Eastern Province,Al Qatif,Villa - Residential,4,21750.0,2019-07-01
Eastern Province,Al Nairyah,Villa - Residential,1,36000.0,2019-07-01
Eastern Province,Buqayq,Villa - Residential,2,56666.5,2019-07-01
Eastern Province,Hafar Al Batin,Villa - Residential,3,28333.33333,2019-07-01
Eastern Province,Al Ahsa,Studio - Residential,174,9231.475409,2019-10-01
Eastern Province,Al Jubail,Studio - Residential,109,11358.39326,2019-10-01
Eastern Province,Al Khobar,Studio - Residential,493,12995.18204,2019-10-01
Eastern Province,Al Khafji,Studio - Residential,26,11591.66667,2019-10-01
Eastern Province,Dammam,Studio - Residential,1011,11494.83107,2019-10-01
Eastern Province,Al Oyoun,Studio - Residential,3,10800.0,2019-10-01
Eastern Province,Al Qatif,Studio - Residential,10,11260.0,2019-10-01
Eastern Province,Al Nairyah,Studio - Residential,9,16666.66667,2019-10-01
Eastern Province,Buqayq,Studio - Residential,3,14000.0,2019-10-01
Eastern Province,Hafar Al Batin,Studio - Residential,48,11589.3617,2019-10-01
Eastern Province,Ras Tanura,Studio - Residential,19,11600.0,2019-10-01
Eastern Province,Al Ahsa,Duplex - Residential,16,22075.0,2019-10-01
Eastern Province,Al Jubail,Duplex - Residential,2,35500.0,2019-10-01
Eastern Province,Al Khobar,Duplex - Residential,81,51318.58442,2019-10-01
Eastern Province,Al Khafji,Duplex - Residential,6,27254.4,2019-10-01
Eastern Province,Dammam,Duplex - Residential,138,52348.80303,2019-10-01
Eastern Province,Al Qatif,Duplex - Residential,20,29511.3125,2019-10-01
Eastern Province,Buqayq,Duplex - Residential,1,10000.0,2019-10-01
Eastern Province,Hafar Al Batin,Duplex - Residential,3,10800.0,2019-10-01
Eastern Province,Ras Tanura,Duplex - Residential,3,19666.66667,2019-10-01
Eastern Province,Al Ahsa,Floor - Residential,101,15873.40426,2019-10-01
Eastern Province,Al Jubail,Floor - Residential,4,18897.33333,2019-10-01
Eastern Province,Al Khobar,Floor - Residential,74,29711.67797,2019-10-01
Eastern Province,Al Khafji,Floor - Residential,15,22144.8,2019-10-01
Eastern Province,Dammam,Floor - Residential,208,33055.07101,2019-10-01
Eastern Province,Al Oyoun,Floor - Residential,4,15600.0,2019-10-01
Eastern Province,Al Qatif,Floor - Residential,11,21601.63636,2019-10-01
Eastern Province,Al Qaisumah,Floor - Residential,10,13577.77778,2019-10-01
Eastern Province,Al Nairyah,Floor - Residential,8,16109.0,2019-10-01
Eastern Province,Buqayq,Floor - Residential,7,25571.42857,2019-10-01
Eastern Province,Hafar Al Batin,Floor - Residential,39,17831.89189,2019-10-01
Eastern Province,Ras Tanura,Floor - Residential,13,35910.58333,2019-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,1,9600.0,2019-10-01
Eastern Province,Al Ahsa,Apartment - Residential,2988,12908.31994,2019-10-01
Eastern Province,Al Jubail,Apartment - Residential,1378,19750.22628,2019-10-01
Eastern Province,Al Khobar,Apartment - Residential,5892,20668.05094,2019-10-01
Eastern Province,Al Khafji,Apartment - Residential,155,14824.37607,2019-10-01
Eastern Province,Dammam,Apartment - Residential,9998,17471.44717,2019-10-01
Eastern Province,Al Dhibiyah,Apartment - Residential,19,20306.05556,2019-10-01
Eastern Province,Al Oyoun,Apartment - Residential,56,14659.07692,2019-10-01
Eastern Province,Al Qatif,Apartment - Residential,738,17669.52174,2019-10-01
Eastern Province,Al Qaisumah,Apartment - Residential,12,10628.25,2019-10-01
Eastern Province,Al Nairyah,Apartment - Residential,97,13510.64286,2019-10-01
Eastern Province,Buqayq,Apartment - Residential,19,22424.22222,2019-10-01
Eastern Province,Hafar Al Batin,Apartment - Residential,383,12415.15309,2019-10-01
Eastern Province,Ras Tanura,Apartment - Residential,391,16142.90402,2019-10-01
Eastern Province,Al Ahsa,Villa - Residential,29,20465.85714,2019-10-01
Eastern Province,Al Jubail,Villa - Residential,15,69991.28571,2019-10-01
Eastern Province,Al Khobar,Villa - Residential,89,69759.0,2019-10-01
Eastern Province,Al Khafji,Villa - Residential,1,36000.0,2019-10-01
Eastern Province,Dammam,Villa - Residential,135,45730.13793,2019-10-01
Eastern Province,Al Qatif,Villa - Residential,6,22356.66667,2019-10-01
Eastern Province,Hafar Al Batin,Villa - Residential,4,21828.25,2019-10-01
Eastern Province,Al Ahsa,Studio - Residential,219,9696.410256,2020-01-01
Eastern Province,Al Jubail,Studio - Residential,152,13737.85714,2020-01-01
Eastern Province,Al Khobar,Studio - Residential,480,13045.24217,2020-01-01
Eastern Province,Al Khafji,Studio - Residential,50,13371.16279,2020-01-01
Eastern Province,Dammam,Studio - Residential,900,11260.2642,2020-01-01
Eastern Province,Al Oyoun,Studio - Residential,3,14400.0,2020-01-01
Eastern Province,Al Qatif,Studio - Residential,20,12305.55556,2020-01-01
Eastern Province,Al Qaisumah,Studio - Residential,1,5000.0,2020-01-01
Eastern Province,Al Nairyah,Studio - Residential,7,18171.42857,2020-01-01
Eastern Province,Buqayq,Studio - Residential,2,8000.0,2020-01-01
Eastern Province,Hafar Al Batin,Studio - Residential,89,8965.822784,2020-01-01
Eastern Province,Ras Tanura,Studio - Residential,8,10200.0,2020-01-01
Eastern Province,Al Ahsa,Duplex - Residential,30,23821.2,2020-01-01
Eastern Province,Al Jubail,Duplex - Residential,10,32592.55556,2020-01-01
Eastern Province,Al Khobar,Duplex - Residential,77,46868.20833,2020-01-01
Eastern Province,Dammam,Duplex - Residential,168,44188.27389,2020-01-01
Eastern Province,Al Qatif,Duplex - Residential,27,21432.84615,2020-01-01
Eastern Province,Al Nairyah,Duplex - Residential,2,24500.0,2020-01-01
Eastern Province,Buqayq,Duplex - Residential,1,70000.0,2020-01-01
Eastern Province,Hafar Al Batin,Duplex - Residential,11,12872.72727,2020-01-01
Eastern Province,Ras Tanura,Duplex - Residential,2,23500.0,2020-01-01
Eastern Province,Al Ahsa,Floor - Residential,98,18126.49438,2020-01-01
Eastern Province,Al Jubail,Floor - Residential,4,71500.0,2020-01-01
Eastern Province,Al Khobar,Floor - Residential,68,31229.17241,2020-01-01
Eastern Province,Al Khafji,Floor - Residential,10,19800.0,2020-01-01
Eastern Province,Dammam,Floor - Residential,189,32186.43931,2020-01-01
Eastern Province,Al Dhibiyah,Floor - Residential,1,20400.0,2020-01-01
Eastern Province,Al Oyoun,Floor - Residential,7,13793.83333,2020-01-01
Eastern Province,Al Qatif,Floor - Residential,26,21399.96154,2020-01-01
Eastern Province,Al Qaisumah,Floor - Residential,11,11145.45455,2020-01-01
Eastern Province,Al Nairyah,Floor - Residential,12,20964.09091,2020-01-01
Eastern Province,Buqayq,Floor - Residential,9,24222.22222,2020-01-01
Eastern Province,Hafar Al Batin,Floor - Residential,50,15340.42553,2020-01-01
Eastern Province,Ras Tanura,Floor - Residential,18,25818.75,2020-01-01
Eastern Province,Al Ahsa,Apartment - Residential,3130,12670.06696,2020-01-01
Eastern Province,Al Jubail,Apartment - Residential,1511,19306.10377,2020-01-01
Eastern Province,Al Khobar,Apartment - Residential,5575,19660.01314,2020-01-01
Eastern Province,Al Khafji,Apartment - Residential,185,13801.51299,2020-01-01
Eastern Province,Dammam,Apartment - Residential,9498,17581.41918,2020-01-01
Eastern Province,Al Dhibiyah,Apartment - Residential,56,19602.81818,2020-01-01
Eastern Province,Al Oyoun,Apartment - Residential,59,12577.16667,2020-01-01
Eastern Province,Al Qatif,Apartment - Residential,919,16746.41184,2020-01-01
Eastern Province,Al Qaisumah,Apartment - Residential,23,7800.0,2020-01-01
Eastern Province,Al Nairyah,Apartment - Residential,83,14757.85,2020-01-01
Eastern Province,Buqayq,Apartment - Residential,84,18518.88889,2020-01-01
Eastern Province,Hafar Al Batin,Apartment - Residential,634,11233.75094,2020-01-01
Eastern Province,Ras Tanura,Apartment - Residential,394,15198.19932,2020-01-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,4,9800.0,2020-01-01
Eastern Province,Mulayjah,Apartment - Residential,2,6750.0,2020-01-01
Eastern Province,Al Ahsa,Villa - Residential,29,21530.73077,2020-01-01
Eastern Province,Al Jubail,Villa - Residential,4,69000.0,2020-01-01
Eastern Province,Al Khobar,Villa - Residential,69,66333.33333,2020-01-01
Eastern Province,Al Khafji,Villa - Residential,2,35000.0,2020-01-01
Eastern Province,Dammam,Villa - Residential,102,44949.07368,2020-01-01
Eastern Province,Al Qatif,Villa - Residential,7,21400.0,2020-01-01
Eastern Province,Hafar Al Batin,Villa - Residential,2,18545.0,2020-01-01
Eastern Province,Al Ahsa,Studio - Residential,199,8757.870588,2020-04-01
Eastern Province,Al Jubail,Studio - Residential,279,14768.94737,2020-04-01
Eastern Province,Al Khobar,Studio - Residential,664,14033.59551,2020-04-01
Eastern Province,Al Khafji,Studio - Residential,39,11915.67568,2020-04-01
Eastern Province,Dammam,Studio - Residential,1214,12379.74425,2020-04-01
Eastern Province,Al Dhibiyah,Studio - Residential,1,15000.0,2020-04-01
Eastern Province,Al Oyoun,Studio - Residential,8,14250.0,2020-04-01
Eastern Province,Al Qatif,Studio - Residential,31,9480.0,2020-04-01
Eastern Province,Al Qaisumah,Studio - Residential,2,30000.0,2020-04-01
Eastern Province,Al Nairyah,Studio - Residential,25,15657.14286,2020-04-01
Eastern Province,Buqayq,Studio - Residential,14,9225.0,2020-04-01
Eastern Province,Hafar Al Batin,Studio - Residential,144,7508.620689,2020-04-01
Eastern Province,Ras Tanura,Studio - Residential,18,9882.352941,2020-04-01
Eastern Province,Qaryat Al Ulya,Studio - Residential,2,14400.0,2020-04-01
Eastern Province,Al Ahsa,Duplex - Residential,26,26862.43478,2020-04-01
Eastern Province,Al Jubail,Duplex - Residential,8,32562.5,2020-04-01
Eastern Province,Al Khobar,Duplex - Residential,69,51707.59016,2020-04-01
Eastern Province,Dammam,Duplex - Residential,127,50890.14655,2020-04-01
Eastern Province,Al Oyoun,Duplex - Residential,1,12000.0,2020-04-01
Eastern Province,Al Qatif,Duplex - Residential,20,27478.94737,2020-04-01
Eastern Province,Buqayq,Duplex - Residential,1,16363.0,2020-04-01
Eastern Province,Hafar Al Batin,Duplex - Residential,3,12800.0,2020-04-01
Eastern Province,Ras Tanura,Duplex - Residential,3,27000.0,2020-04-01
Eastern Province,Al Ahsa,Floor - Residential,102,16357.46809,2020-04-01
Eastern Province,Al Jubail,Floor - Residential,3,45000.0,2020-04-01
Eastern Province,Al Khobar,Floor - Residential,61,34099.10714,2020-04-01
Eastern Province,Al Khafji,Floor - Residential,14,23751.5,2020-04-01
Eastern Province,Dammam,Floor - Residential,172,29308.14094,2020-04-01
Eastern Province,Al Dhibiyah,Floor - Residential,2,21000.0,2020-04-01
Eastern Province,Al Oyoun,Floor - Residential,4,13666.66667,2020-04-01
Eastern Province,Al Qatif,Floor - Residential,29,17888.85185,2020-04-01
Eastern Province,Al Qaisumah,Floor - Residential,11,15000.0,2020-04-01
Eastern Province,Al Nairyah,Floor - Residential,7,20600.0,2020-04-01
Eastern Province,Buqayq,Floor - Residential,9,23666.66667,2020-04-01
Eastern Province,Hafar Al Batin,Floor - Residential,87,15448.53623,2020-04-01
Eastern Province,Ras Tanura,Floor - Residential,16,30348.14286,2020-04-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,2,6000.0,2020-04-01
Eastern Province,Mulayjah,Floor - Residential,1,20000.0,2020-04-01
Eastern Province,Al Ahsa,Apartment - Residential,3952,11900.21988,2020-04-01
Eastern Province,Al Buwaybiyat,Apartment - Residential,1,6000.0,2020-04-01
Eastern Province,Al Jubail,Apartment - Residential,1799,19548.64076,2020-04-01
Eastern Province,Al Khobar,Apartment - Residential,5367,20196.21308,2020-04-01
Eastern Province,Al Khafji,Apartment - Residential,182,12886.38608,2020-04-01
Eastern Province,Dammam,Apartment - Residential,8391,17491.96596,2020-04-01
Eastern Province,Al Dhibiyah,Apartment - Residential,46,17238.36364,2020-04-01
Eastern Province,Al Su'ayrah,Apartment - Residential,3,8666.666666,2020-04-01
Eastern Province,Al Sadowi,Apartment - Residential,1,6000.0,2020-04-01
Eastern Province,Al Oyoun,Apartment - Residential,80,12891.85915,2020-04-01
Eastern Province,Al Qatif,Apartment - Residential,1039,16063.24176,2020-04-01
Eastern Province,Al Qaisumah,Apartment - Residential,84,8460.914893,2020-04-01
Eastern Province,Al Nairyah,Apartment - Residential,138,14996.52778,2020-04-01
Eastern Province,Buqayq,Apartment - Residential,79,17839.50847,2020-04-01
Eastern Province,Hafar Al Batin,Apartment - Residential,1497,10774.55634,2020-04-01
Eastern Province,Ras Tanura,Apartment - Residential,434,15513.37308,2020-04-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,18,10110.28571,2020-04-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,3,13212.0,2020-04-01
Eastern Province,Mulayjah,Apartment - Residential,1,7000.0,2020-04-01
Eastern Province,Al Ahsa,Villa - Residential,13,24570.0,2020-04-01
Eastern Province,Al Jubail,Villa - Residential,1,96000.0,2020-04-01
Eastern Province,Al Khobar,Villa - Residential,153,80633.33803,2020-04-01
Eastern Province,Al Khafji,Villa - Residential,2,51250.0,2020-04-01
Eastern Province,Dammam,Villa - Residential,134,50486.52893,2020-04-01
Eastern Province,Al Qatif,Villa - Residential,7,28428.57143,2020-04-01
Eastern Province,Al Qaisumah,Villa - Residential,1,12000.0,2020-04-01
Eastern Province,Al Nairyah,Villa - Residential,4,20666.66667,2020-04-01
Eastern Province,Buqayq,Villa - Residential,1,90000.0,2020-04-01
Eastern Province,Hafar Al Batin,Villa - Residential,3,19696.66667,2020-04-01
Eastern Province,Al Ahsa,Studio - Residential,481,9534.93175,2020-07-01
Eastern Province,Al Jubail,Studio - Residential,173,13706.60377,2020-07-01
Eastern Province,Al Khobar,Studio - Residential,843,12896.00675,2020-07-01
Eastern Province,Al Khafji,Studio - Residential,64,11589.81818,2020-07-01
Eastern Province,Dammam,Studio - Residential,1492,11745.73909,2020-07-01
Eastern Province,Al Oyoun,Studio - Residential,6,8840.0,2020-07-01
Eastern Province,Al Qatif,Studio - Residential,75,8246.478873,2020-07-01
Eastern Province,Al Qaisumah,Studio - Residential,2,7200.0,2020-07-01
Eastern Province,Al Nairyah,Studio - Residential,20,16266.66667,2020-07-01
Eastern Province,Buqayq,Studio - Residential,10,7200.0,2020-07-01
Eastern Province,Hafar Al Batin,Studio - Residential,304,9502.624113,2020-07-01
Eastern Province,Ras Tanura,Studio - Residential,68,7227.142857,2020-07-01
Eastern Province,Al Ahsa,Duplex - Residential,43,20650.0,2020-07-01
Eastern Province,Al Jubail,Duplex - Residential,16,35370.07143,2020-07-01
Eastern Province,Al Khobar,Duplex - Residential,164,50353.75,2020-07-01
Eastern Province,Al Khafji,Duplex - Residential,5,25800.0,2020-07-01
Eastern Province,Dammam,Duplex - Residential,280,43503.21401,2020-07-01
Eastern Province,Al Oyoun,Duplex - Residential,3,17666.66667,2020-07-01
Eastern Province,Al Qatif,Duplex - Residential,38,26075.75758,2020-07-01
Eastern Province,Al Nairyah,Duplex - Residential,1,90000.0,2020-07-01
Eastern Province,Buqayq,Duplex - Residential,1,25000.0,2020-07-01
Eastern Province,Hafar Al Batin,Duplex - Residential,18,19860.0,2020-07-01
Eastern Province,Ras Tanura,Duplex - Residential,2,20500.0,2020-07-01
Eastern Province,Al Ahsa,Floor - Residential,226,16370.24227,2020-07-01
Eastern Province,Al Jubail,Floor - Residential,6,28469.66667,2020-07-01
Eastern Province,Al Khobar,Floor - Residential,112,35937.68132,2020-07-01
Eastern Province,Al Khafji,Floor - Residential,27,20660.11538,2020-07-01
Eastern Province,Dammam,Floor - Residential,343,28941.8986,2020-07-01
Eastern Province,Al Su'ayrah,Floor - Residential,1,14400.0,2020-07-01
Eastern Province,Al Oyoun,Floor - Residential,8,15488.28571,2020-07-01
Eastern Province,Al Qatif,Floor - Residential,47,28012.33333,2020-07-01
Eastern Province,Al Qaisumah,Floor - Residential,25,15000.0,2020-07-01
Eastern Province,Al Nairyah,Floor - Residential,9,20325.0,2020-07-01
Eastern Province,Buqayq,Floor - Residential,9,19444.44444,2020-07-01
Eastern Province,Hafar Al Batin,Floor - Residential,189,13652.95205,2020-07-01
Eastern Province,Ras Tanura,Floor - Residential,33,50495.4375,2020-07-01
Eastern Province,Mulayjah,Floor - Residential,1,8400.0,2020-07-01
Eastern Province,Al Ahsa,Apartment - Residential,6748,11810.80994,2020-07-01
Eastern Province,Al Jubail,Apartment - Residential,2073,19557.95223,2020-07-01
Eastern Province,Al Khobar,Apartment - Residential,8301,19932.8514,2020-07-01
Eastern Province,Al Khafji,Apartment - Residential,599,13076.45646,2020-07-01
Eastern Province,Dammam,Apartment - Residential,14785,17445.99312,2020-07-01
